Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-04-10 00:00:00+02:00,82.0,89.08999633789062,81.02999877929688,89.08999633789062,10507083,0.0,0.0
2019-04-11 00:00:00+02:00,87.9000015258789,88.88999938964844,84.66000366210938,88.0,1790393,0.0,0.0
2019-04-12 00:00:00+02:00,88.0,88.0999984741211,86.41000366210938,86.56999969482422,1475974,0.0,0.0
2019-04-15 00:00:00+02:00,86.55999755859375,87.0,84.62000274658203,85.0,1290748,0.0,0.0
2019-04-16 00:00:00+02:00,82.30000305175781,84.08000183105469,82.30000305175781,83.1500015258789,2630751,0.0,0.0
2019-04-17 00:00:00+02:00,83.1500015258789,83.1500015258789,83.1500015258789,83.1500015258789,0,0.0,0.0
2019-04-23 00:00:00+02:00,83.01000213623047,83.69999694824219,81.0,83.69999694824219,680337,0.0,0.0
2019-04-24 00:00:00+02:00,83.0199966430664,84.30999755859375,82.41000366210938,84.0,339510,0.0,0.0
2019-04-25 00:00:00+02:00,83.62999725341797,84.9000015258789,83.08000183105469,84.5,304574,0.0,0.0
2019-04-26 00:00:00+02:00,84.1500015258789,85.0,83.70999908447266,85.0,357676,0.0,0.0
2019-04-29 00:00:00+02:00,85.0,85.5,84.4800033569336,85.23999786376953,54643,0.0,0.0
2019-04-30 00:00:00+02:00,77.18000030517578,84.9800033569336,77.18000030517578,84.87999725341797,231243,0.0,0.0
2019-05-02 00:00:00+02:00,84.06999969482422,86.25,83.05000305175781,84.47000122070312,298097,0.0,0.0
2019-05-03 00:00:00+02:00,84.5,85.12000274658203,83.88999938964844,84.05000305175781,84280,0.0,0.0
2019-05-06 00:00:00+02:00,84.0,84.7699966430664,83.31999969482422,84.58000183105469,198872,0.0,0.0
2019-05-07 00:00:00+02:00,83.72000122070312,86.5999984741211,83.72000122070312,86.12999725341797,517948,0.0,0.0
2019-05-08 00:00:00+02:00,86.41000366210938,87.12999725341797,85.31999969482422,87.0,256612,0.0,0.0
2019-05-09 00:00:00+02:00,86.5,87.31999969482422,83.80999755859375,84.41000366210938,253949,0.0,0.0
2019-05-10 00:00:00+02:00,84.55999755859375,86.54000091552734,83.79000091552734,86.52999877929688,260420,0.0,0.0
2019-05-13 00:00:00+02:00,80.19999694824219,86.76000213623047,80.19999694824219,85.5,169079,0.0,0.0
2019-05-14 00:00:00+02:00,83.69999694824219,85.5,82.7300033569336,83.83000183105469,424272,0.0,0.0
2019-05-15 00:00:00+02:00,84.0199966430664,84.0199966430664,82.02999877929688,83.12999725341797,271182,0.0,0.0
2019-05-16 00:00:00+02:00,83.12999725341797,83.12999725341797,80.0,81.91999816894531,544574,0.0,0.0
2019-05-20 00:00:00+02:00,82.05999755859375,85.41999816894531,81.66999816894531,84.68000030517578,690671,0.0,0.0
2019-05-21 00:00:00+02:00,87.0,88.0,85.0,88.0,419574,0.0,0.0
2019-05-22 00:00:00+02:00,86.5,90.30999755859375,86.5,90.30999755859375,397326,0.0,0.0
2019-05-23 00:00:00+02:00,90.0,90.87999725341797,89.77999877929688,90.19999694824219,761472,0.0,0.0
2019-05-24 00:00:00+02:00,91.0,92.61000061035156,90.58000183105469,92.61000061035156,502120,0.0,0.0
2019-05-27 00:00:00+02:00,94.66000366210938,96.75,93.23999786376953,95.69999694824219,292477,0.0,0.0
2019-05-28 00:00:00+02:00,96.0,96.0,92.77999877929688,93.62000274658203,423529,0.0,0.0
2019-05-29 00:00:00+02:00,88.18000030517578,92.98999786376953,88.18000030517578,92.98999786376953,206212,0.0,0.0
2019-05-31 00:00:00+02:00,92.0,97.11000061035156,92.0,97.11000061035156,1049518,0.0,0.0
2019-06-03 00:00:00+02:00,97.5199966430664,98.0,94.1500015258789,95.91999816894531,439694,0.0,0.0
2019-06-04 00:00:00+02:00,95.5,96.06999969482422,92.62999725341797,93.5999984741211,334680,0.0,0.0
2019-06-05 00:00:00+02:00,93.5,94.76000213623047,92.27999877929688,94.76000213623047,383250,0.0,0.0
2019-06-06 00:00:00+02:00,94.0,97.69999694824219,94.0,97.69999694824219,259921,0.0,0.0
2019-06-07 00:00:00+02:00,98.0,98.0,94.9000015258789,97.0,227032,0.0,0.0
2019-06-11 00:00:00+02:00,97.0,98.5,93.4000015258789,97.4000015258789,250173,0.0,0.0
2019-06-12 00:00:00+02:00,97.4000015258789,99.0999984741211,95.5999984741211,96.4000015258789,159468,0.0,0.0
2019-06-13 00:00:00+02:00,96.4000015258789,98.5,94.4000015258789,95.4000015258789,288627,0.0,0.0
2019-06-14 00:00:00+02:00,93.0,95.5999984741211,92.30000305175781,95.0999984741211,278565,0.0,0.0
2019-06-17 00:00:00+02:00,94.30000305175781,97.0,94.30000305175781,96.0,177743,0.0,0.0
2019-06-18 00:00:00+02:00,95.5999984741211,96.0,94.19999694824219,95.5,214431,0.0,0.0
2019-06-19 00:00:00+02:00,94.30000305175781,98.5,92.80000305175781,94.69999694824219,212043,0.0,0.0
2019-06-20 00:00:00+02:00,94.80000305175781,94.80000305175781,92.19999694824219,94.0999984741211,163527,0.0,0.0
2019-06-21 00:00:00+02:00,94.0,95.4000015258789,92.0,92.0999984741211,577953,0.0,0.0
2019-06-24 00:00:00+02:00,93.30000305175781,94.30000305175781,91.4000015258789,93.69999694824219,106938,0.0,0.0
2019-06-25 00:00:00+02:00,93.0,93.0,91.0999984741211,91.5999984741211,184923,0.0,0.0
2019-06-26 00:00:00+02:00,90.5,91.69999694824219,89.30000305175781,91.0,178286,0.0,0.0
2019-06-27 00:00:00+02:00,89.5,92.5,89.5,92.5,91080,0.0,0.0
2019-06-28 00:00:00+02:00,92.5,95.19999694824219,91.5,94.0,221341,0.0,0.0
2019-07-01 00:00:00+02:00,94.9000015258789,95.19999694824219,93.0999984741211,94.80000305175781,161602,0.0,0.0
2019-07-02 00:00:00+02:00,92.5999984741211,95.80000305175781,92.5999984741211,95.4000015258789,205173,0.0,0.0
2019-07-03 00:00:00+02:00,98.30000305175781,98.30000305175781,95.0999984741211,96.19999694824219,177799,0.0,0.0
2019-07-04 00:00:00+02:00,96.5,97.0,95.5,95.80000305175781,55373,0.0,0.0
2019-07-05 00:00:00+02:00,96.5,97.0,94.5999984741211,94.5999984741211,111250,0.0,0.0
2019-07-08 00:00:00+02:00,94.0,95.4000015258789,93.69999694824219,94.5,194369,0.0,0.0
2019-07-09 00:00:00+02:00,94.0,95.30000305175781,93.5999984741211,95.0,84538,0.0,0.0
2019-07-10 00:00:00+02:00,95.5999984741211,96.80000305175781,94.0999984741211,96.19999694824219,119173,0.0,0.0
2019-07-11 00:00:00+02:00,96.4000015258789,97.19999694824219,95.5,96.19999694824219,55652,0.0,0.0
2019-07-12 00:00:00+02:00,96.19999694824219,98.19999694824219,95.0,96.0,42318,0.0,0.0
2019-07-15 00:00:00+02:00,97.0,97.0,94.0999984741211,96.0999984741211,164553,0.0,0.0
2019-07-16 00:00:00+02:00,95.9000015258789,97.30000305175781,94.9000015258789,96.0,142264,0.0,0.0
2019-07-17 00:00:00+02:00,96.4000015258789,96.4000015258789,93.69999694824219,93.80000305175781,116894,0.0,0.0
2019-07-18 00:00:00+02:00,93.80000305175781,93.80000305175781,90.9000015258789,91.0,249475,0.0,0.0
2019-07-19 00:00:00+02:00,92.0,92.4000015258789,89.19999694824219,90.0,152205,0.0,0.0
2019-07-22 00:00:00+02:00,88.69999694824219,91.9000015258789,88.69999694824219,90.5,39621,0.0,0.0
2019-07-23 00:00:00+02:00,89.5,91.30000305175781,89.5,90.5,59636,0.0,0.0
2019-07-24 00:00:00+02:00,90.4000015258789,94.19999694824219,89.0,93.19999694824219,94264,0.0,0.0
2019-07-25 00:00:00+02:00,93.19999694824219,94.4000015258789,92.9000015258789,94.0,42479,0.0,0.0
2019-07-26 00:00:00+02:00,95.5999984741211,95.9000015258789,93.69999694824219,95.5999984741211,61134,0.0,0.0
2019-07-29 00:00:00+02:00,96.0,98.30000305175781,94.4000015258789,96.5,38269,0.0,0.0
2019-07-30 00:00:00+02:00,90.0,97.69999694824219,90.0,96.80000305175781,22994,0.0,0.0
2019-07-31 00:00:00+02:00,94.69999694824219,98.5,94.69999694824219,98.5,103186,0.0,0.0
2019-08-01 00:00:00+02:00,99.5999984741211,100.80000305175781,98.0,100.19999694824219,43298,0.0,0.0
2019-08-02 00:00:00+02:00,90.0999984741211,103.0,90.0999984741211,103.0,60906,0.0,0.0
2019-08-05 00:00:00+02:00,104.5999984741211,104.5999984741211,99.80000305175781,100.19999694824219,72533,0.0,0.0
2019-08-06 00:00:00+02:00,100.80000305175781,100.80000305175781,98.80000305175781,100.0,74066,0.0,0.0
2019-08-07 00:00:00+02:00,100.0,102.4000015258789,99.19999694824219,102.4000015258789,94481,0.0,0.0
2019-08-08 00:00:00+02:00,100.0,104.0,100.0,103.4000015258789,64621,0.0,0.0
2019-08-09 00:00:00+02:00,103.4000015258789,104.19999694824219,101.19999694824219,103.4000015258789,176235,0.0,0.0
2019-08-12 00:00:00+02:00,104.4000015258789,105.0,102.80000305175781,103.5999984741211,63443,0.0,0.0
2019-08-13 00:00:00+02:00,104.19999694824219,107.19999694824219,101.19999694824219,103.4000015258789,70061,0.0,0.0
2019-08-14 00:00:00+02:00,104.4000015258789,107.0,100.4000015258789,103.0,154300,0.0,0.0
2019-08-15 00:00:00+02:00,102.5999984741211,103.80000305175781,101.5999984741211,102.5999984741211,138378,0.0,0.0
2019-08-16 00:00:00+02:00,103.5999984741211,104.0,101.5999984741211,102.19999694824219,20891,0.0,0.0
2019-08-19 00:00:00+02:00,102.19999694824219,106.0,101.4000015258789,105.0,221710,0.0,0.0
2019-08-20 00:00:00+02:00,105.19999694824219,107.4000015258789,102.4000015258789,106.0,250517,0.0,0.0
2019-08-21 00:00:00+02:00,106.5999984741211,111.80000305175781,104.0,111.0,127977,0.0,0.0
2019-08-22 00:00:00+02:00,111.0,111.4000015258789,106.5999984741211,108.5999984741211,72654,0.0,0.0
2019-08-23 00:00:00+02:00,108.5999984741211,110.19999694824219,108.0,109.0,75258,0.0,0.0
2019-08-26 00:00:00+02:00,106.19999694824219,109.19999694824219,106.19999694824219,107.5999984741211,45106,0.0,0.0
2019-08-27 00:00:00+02:00,105.80000305175781,107.5999984741211,104.4000015258789,106.4000015258789,193611,0.0,0.0
2019-08-28 00:00:00+02:00,106.19999694824219,108.80000305175781,105.80000305175781,105.80000305175781,94149,0.0,0.0
2019-08-29 00:00:00+02:00,103.5999984741211,109.5999984741211,103.5999984741211,109.19999694824219,60461,0.0,0.0
2019-08-30 00:00:00+02:00,110.4000015258789,114.80000305175781,109.0,113.5999984741211,198571,0.0,0.0
2019-09-02 00:00:00+02:00,112.19999694824219,113.4000015258789,110.19999694824219,110.4000015258789,57760,0.0,0.0
2019-09-03 00:00:00+02:00,110.0,110.19999694824219,107.0,107.0,73788,0.0,0.0
2019-09-04 00:00:00+02:00,107.0,110.0,104.5999984741211,107.19999694824219,191692,0.0,0.0
2019-09-05 00:00:00+02:00,112.4000015258789,112.4000015258789,105.80000305175781,106.80000305175781,137795,0.0,0.0
2019-09-06 00:00:00+02:00,108.19999694824219,108.19999694824219,105.0,107.0,172157,0.0,0.0
2019-09-09 00:00:00+02:00,107.0,108.5999984741211,104.80000305175781,105.5999984741211,62206,0.0,0.0
2019-09-10 00:00:00+02:00,104.5999984741211,105.5999984741211,101.80000305175781,102.19999694824219,37653,0.0,0.0
2019-09-11 00:00:00+02:00,103.0,105.0,102.0,105.0,53798,0.0,0.0
2019-09-12 00:00:00+02:00,105.5999984741211,107.0,102.4000015258789,106.80000305175781,46465,0.0,0.0
2019-09-13 00:00:00+02:00,106.80000305175781,106.80000305175781,102.5999984741211,104.4000015258789,66011,0.0,0.0
2019-09-16 00:00:00+02:00,103.5999984741211,106.80000305175781,102.5999984741211,106.5999984741211,39763,0.0,0.0
2019-09-17 00:00:00+02:00,106.80000305175781,106.80000305175781,103.5999984741211,104.0,49695,0.0,0.0
2019-09-18 00:00:00+02:00,104.80000305175781,107.0,104.19999694824219,107.0,44792,0.0,0.0
2019-09-19 00:00:00+02:00,106.19999694824219,107.5999984741211,102.19999694824219,105.5999984741211,64552,0.0,0.0
2019-09-20 00:00:00+02:00,103.19999694824219,107.0,101.19999694824219,106.0,168198,0.0,0.0
2019-09-23 00:00:00+02:00,106.80000305175781,107.0,104.0,104.0,31434,0.0,0.0
2019-09-24 00:00:00+02:00,104.0,105.0,102.19999694824219,104.0,78751,0.0,0.0
2019-09-25 00:00:00+02:00,103.80000305175781,104.0,100.0,102.0,61678,0.0,0.0
2019-09-26 00:00:00+02:00,101.80000305175781,104.0,99.30000305175781,100.19999694824219,55590,0.0,0.0
2019-09-27 00:00:00+02:00,102.4000015258789,103.5999984741211,99.69999694824219,100.80000305175781,77325,0.0,0.0
2019-09-30 00:00:00+02:00,100.0,105.19999694824219,100.0,105.19999694824219,111868,0.0,0.0
2019-10-01 00:00:00+02:00,105.0,105.0,101.19999694824219,104.0,62377,0.0,0.0
2019-10-02 00:00:00+02:00,105.0,108.80000305175781,104.80000305175781,105.0,285614,0.0,0.0
2019-10-03 00:00:00+02:00,105.19999694824219,105.5999984741211,102.19999694824219,103.0,76065,0.0,0.0
2019-10-04 00:00:00+02:00,102.5999984741211,105.5999984741211,102.4000015258789,105.0,107790,0.0,0.0
2019-10-07 00:00:00+02:00,105.0,109.80000305175781,105.0,108.4000015258789,85108,0.0,0.0
2019-10-08 00:00:00+02:00,108.4000015258789,109.80000305175781,106.19999694824219,107.80000305175781,138988,0.0,0.0
2019-10-09 00:00:00+02:00,108.0,108.80000305175781,106.4000015258789,108.0,87849,0.0,0.0
2019-10-10 00:00:00+02:00,108.19999694824219,109.4000015258789,106.0,107.0,75887,0.0,0.0
2019-10-11 00:00:00+02:00,106.80000305175781,108.19999694824219,105.80000305175781,106.4000015258789,68713,0.0,0.0
2019-10-14 00:00:00+02:00,103.80000305175781,108.4000015258789,103.80000305175781,107.80000305175781,131491,0.0,0.0
2019-10-15 00:00:00+02:00,108.0,108.0,106.0,106.0,162757,0.0,0.0
2019-10-16 00:00:00+02:00,104.0,106.0,103.0,103.0,130644,0.0,0.0
2019-10-17 00:00:00+02:00,103.0,104.80000305175781,101.4000015258789,101.80000305175781,138700,0.0,0.0
2019-10-18 00:00:00+02:00,101.4000015258789,103.19999694824219,99.9000015258789,100.19999694824219,150618,0.0,0.0
2019-10-21 00:00:00+02:00,102.5999984741211,102.5999984741211,100.80000305175781,101.0,58833,0.0,0.0
2019-10-22 00:00:00+02:00,100.0,100.80000305175781,96.80000305175781,97.80000305175781,105517,0.0,0.0
2019-10-23 00:00:00+02:00,100.0,100.0,92.0,92.80000305175781,329845,0.0,0.0
2019-10-24 00:00:00+02:00,95.30000305175781,100.80000305175781,94.80000305175781,100.19999694824219,253038,0.0,0.0
